ICAO,Latitude,Longitude,Name
KLYO,"38° 20' 34.01"" N","98° 13' 36.75"" W",Lyons-Rice County Municipal Airport (United States)
KLYV,"43° 37' 16.20"" N","96° 12' 56.83"" W",Quentin Aanenson Field (United States)
KLZ,"29° 41' 18.24"" S","17° 5' 38.40"" E",Kleinsee Airport (South Africa)
KLZU,"33° 58' 41.07"" N","83° 57' 44.56"" W",Gwinnett County Airport (Briscoe Field) (United States)
KLZZ,"31° 6' 22.30"" N","98° 11' 45.21"" W",Lampasas Airport (United States)
KMA,"7° 57' 49.00"" S","145° 46' 15.59"" E",Kerema Airport (Papua New Guinea)
KMAC,"32° 49' 19.74"" N","83° 33' 43.25"" W",Macon Downtown Airport (United States)
KMAE,"36° 59' 19.00"" N","120° 6' 44.80"" W",Madera Municipal Airport (United States)
KMAF,"31° 56' 33.10"" N","102° 12' 6.89"" W",Midland International Airport (United States)
KMAL,"44° 51' 13.17"" N","74° 19' 44.22"" W",Malone-Dufort Airport (United States)
KMAO,"34° 10' 52.20"" N","79° 20' 5.00"" W",Marion County Airport (United States)
KMAW,"36° 35' 53.54"" N","89° 59' 33.17"" W",Malden Municipal Airport (United States)
KMBG,"45° 32' 47.41"" N","100° 24' 28.51"" W",Mobridge Municipal Airport (United States)
KMBL,"44° 16' 20.90"" N","86° 14' 48.80"" W",Manistee County-Blacker Airport (United States)
KMBS,"43° 31' 58.49"" N","84° 4' 46.73"" W",MBS International Airport (United States)
KMBT,"35° 52' 38.90"" N","86° 22' 39.10"" W",Masbate Airport (United States)
KMBY,"39° 27' 49.89"" N","92° 25' 37.36"" W",Omar N. Bradley Airport (United States)
KMCB,"31° 10' 42.44"" N","90° 28' 18.75"" W",McComb-Pike County Airport (John E. Lewis Field) (United States)
KMCC,"38° 40' 3.50"" N","121° 24' 2.20"" W",McClellan Airfield (United States)
KMCD,"45° 51' 53.76"" N","84° 38' 14.44"" W",Mackinac Island Airport (United States)
KMCE,"37° 17' 5.02"" N","120° 30' 49.99"" W",Merced Municipal Airport (Macready Field) (United States)
KMCF,"27° 50' 57.62"" N","82° 31' 16.37"" W",MacDill Air Force Base (United States)
KMCI,"39° 17' 51.38"" N","94° 42' 50.06"" W",Kansas City International Airport (United States)
KMCK,"40° 12' 22.60"" N","100° 35' 31.50"" W",McCook Regional Airport (United States)
KMCN,"32° 41' 34.26"" N","83° 38' 57.16"" W",Middle Georgia Regional Airport (United States)
KMCO,"28° 25' 45.82"" N","81° 18' 32.38"" W",Orlando International Airport (United States)
KMCW,"43° 9' 28.05"" N","93° 19' 52.54"" W",Mason City Municipal Airport (United States)
KMCX,"40° 42' 31.74"" N","86° 46' 0.34"" W",White County Airport (United States)
KMDD,"32° 2' 11.49"" N","102° 6' 3.70"" W",Midland Airpark (United States)
KMDF,"36° 29' 5.13"" N","99° 11' 38.97"" W",Mooreland Municipal Airport (United States)
KMDH,"37° 46' 41.15"" N","89° 15' 7.31"" W",Southern Illinois Airport (United States)
KMDS,"44° 0' 59.09"" N","97° 5' 8.15"" W",Madison Municipal Airport (United States)
KMDT,"40° 11' 36.58"" N","76° 45' 48.25"" W",Harrisburg International Airport (United States)
KMDW,"41° 47' 9.50"" N","87° 45' 8.70"" W",Midway International Airport (United States)
KMEI,"32° 19' 57.50"" N","88° 45' 6.70"" W",Key Field (United States)
KMEJ,"37° 16' 36.70"" N","100° 21' 23.40"" W",Meade Municipal Airport (United States)
KMEM,"35° 2' 32.70"" N","89° 58' 36.00"" W",Memphis International Airport (United States)
KMER,"37° 22' 49.73"" N","120° 34' 5.48"" W",Castle Airport (United States)
KMEV,"39° 0' 3.30"" N","119° 45' 6.90"" W",Minden-Tahoe Airport (United States)
KMEY,"42° 10' 41.86"" N","95° 47' 37.12"" W",James G. Whiting Memorial Field (United States)
KMEZ,"34° 32' 43.40"" N","94° 12' 9.50"" W",Mena Intermountain Municipal Airport (United States)
KMFD,"40° 49' 17.10"" N","82° 30' 59.90"" W",Mansfield Lahm Regional Airport (United States)
KMFE,"26° 10' 33.00"" N","98° 14' 19.00"" W",McAllen-Miller International Airport (United States)
KMFI,"44° 38' 12.77"" N","90° 11' 21.58"" W",Marshfield Municipal Airport (United States)
KMFR,"42° 22' 27.22"" N","122° 52' 24.60"" W",Rogue Valley International-Medford Airport (United States)
KMFV,"37° 38' 48.80"" N","75° 45' 39.80"" W",Accomack County Airport (United States)
KMG,"24° 59' 32.64"" N","102° 44' 38.41"" E",Kunming Wujiaba International Airport (China)
KMGC,"41° 42' 11.94"" N","86° 49' 16.47"" W",Michigan City Municipal Airport (United States)
KMGE,"33° 54' 55.38"" N","84° 30' 58.75"" W",Dobbins Air Reserve Base (Atlanta NAS) (United States)
KMGJ,"41° 30' 35.90"" N","74° 15' 52.70"" W",Orange County Airport (United States)
KMGM,"32° 18' 2.30"" N","86° 23' 38.30"" W",Montgomery Regional Airport (Dannelly Field) (United States)
KMGN,"45° 25' 32.03"" N","84° 54' 48.18"" W",Harbor Springs Airport (United States)
KMGR,"31° 5' 5.70"" N","83° 48' 11.70"" W",Moultrie Municipal Airport (United States)
KMGW,"39° 38' 34.47"" N","79° 54' 58.73"" W",Morgantown Municipal Airport (Walter L. Bill Hart Field) (United States)
KMGY,"39° 35' 20.30"" N","84° 13' 29.50"" W",Dayton-Wright Brothers Airport (United States)
KMH,"27° 27' 24.12"" S","23° 24' 41.04"" E",Johan Pienaar Airport (South Africa)
KMHE,"43° 46' 29.40"" N","98° 2' 19.00"" W",Mitchell Municipal Airport (United States)
KMHK,"39° 8' 27.50"" N","96° 40' 15.00"" W",Manhattan Regional Airport (United States)
KMHL,"39° 5' 43.80"" N","93° 12' 10.10"" W",Marshall Memorial Municipal Airport (United States)
KMHN,"42° 2' 59.99"" N","101° 4' 1.58"" W",Hooker County Airport (United States)
KMHP,"32° 22' 26.00"" N","82° 4' 45.10"" W",Metter Municipal Airport (United States)
KMHR,"38° 33' 18.95"" N","121° 17' 50.10"" W",Sacramento Mather Airport (United States)
KMHT,"42° 55' 57.20"" N","71° 26' 8.40"" W",Manchester-Boston Regional Airport (United States)
KMHV,"35° 3' 31.10"" N","118° 9' 2.00"" W",Mojave Airport (United States)
KMI,"31° 52' 38.00"" N","131° 26' 55.00"" E",Miyazaki Airport (Japan)
KMIA,"25° 47' 35.70"" N","80° 17' 26.00"" W",Miami International Airport (United States)
KMIB,"48° 24' 56.06"" N","101° 21' 27.58"" W",Minot Air Force Base (United States)
KMIC,"45° 3' 43.15"" N","93° 21' 14.18"" W",Crystal Airport (United States)
KMIE,"40° 14' 32.45"" N","85° 23' 45.10"" W",Delaware County Airport (Johnson Field) (United States)
KMIO,"36° 54' 33.20"" N","94° 53' 15.00"" W",Miami Municipal Airport (United States)
KMIT,"35° 30' 26.61"" N","119° 11' 31.82"" W",Shafter Airport (United States)
KMIV,"39° 22' 4.10"" N","75° 4' 20.00"" W",Millville Municipal Airport (United States)
KMIW,"42° 6' 45.81"" N","92° 55' 4.04"" W",Marshalltown Municipal Airport (United States)
KMJ,"32° 50' 14.28"" N","130° 51' 17.98"" E",Kumamoto Airport (Japan)
KMJD,"30° 29' 14.90"" N","89° 39' 4.30"" W",Picayune Municipal Airport (United States)
KMJQ,"43° 39' 0.15"" N","94° 59' 11.57"" W",Jackson Municipal Airport (United States)
KMJX,"39° 55' 38.99"" N","74° 17' 32.56"" W",Robert J. Miller Air Park (United States)
KMK,"3° 28' 58.80"" S","12° 37' 1.20"" E",Makabana Airport (Congo)
KMKA,"44° 31' 30.88"" N","98° 57' 29.21"" W",Miller Municipal Airport (United States)
KMKC,"39° 7' 23.70"" N","94° 35' 33.90"" W",Kansas City Downtown Airport (Charles B. Wheeler Downtown Airport) (United States)
KMKE,"42° 56' 50.00"" N","87° 53' 47.70"" W",General Mitchell International Airport (United States)
KMKG,"43° 10' 10.16"" N","86° 14' 17.60"" W",Muskegon County Airport (United States)
KMKJ,"36° 53' 41.50"" N","81° 20' 59.80"" W",Mountain Empire Airport (United States)
KMKL,"35° 35' 59.60"" N","88° 54' 56.20"" W",McKellar-Sipes Regional Airport (United States)
KMKN,"31° 55' 0.53"" N","98° 36' 1.17"" W",Comanche County-City Airport (United States)
KMKO,"35° 39' 27.83"" N","95° 21' 41.92"" W",Davis Field (United States)
KMKT,"44° 13' 22.00"" N","93° 55' 9.50"" W",Mankato Regional Airport (United States)
KMKV,"31° 5' 40.80"" N","92° 4' 8.60"" W",Marksville Municipal Airport (United States)
KMKY,"25° 59' 42.10"" N","81° 40' 21.10"" W",Marco Island Airport (United States)
KML,"19° 22' 30.00"" S","140° 3' 25.22"" E",Kamileroi Airport (Australia)
KMLB,"28° 6' 9.91"" N","80° 38' 42.93"" W",Melbourne International Airport (United States)
KMLC,"34° 52' 56.65"" N","95° 47' 0.47"" W",McAlester Regional Airport (United States)
KMLD,"42° 10' 13.60"" N","112° 17' 21.50"" W",Malad City Airport (United States)
KMLE,"41° 11' 45.55"" N","96° 6' 44.15"" W",Millard Airport (United States)
KMLF,"38° 25' 35.88"" N","113° 0' 44.84"" W",Milford Municipal Airport (Ben and Judy Briscoe Field) (United States)
KMLI,"41° 26' 54.70"" N","90° 30' 27.14"" W",Quad City International Airport (United States)
KMLJ,"33° 9' 15.00"" N","83° 14' 26.50"" W",Baldwin County Airport (United States)
KMLS,"46° 25' 40.70"" N","105° 53' 10.50"" W",Miles City Municipal Airport (Frank Wiley Field) (United States)
KMLT,"45° 38' 52.21"" N","68° 41' 8.02"" W",Millinocket Municipal Airport (United States)
KMLU,"32° 30' 39.11"" N","92° 2' 15.68"" W",Monroe Regional Airport (United States)
KMMH,"37° 37' 26.58"" N","118° 50' 15.98"" W",Mammoth Yosemite Airport (United States)
KMMI,"35° 23' 57.10"" N","84° 33' 42.40"" W",McMinn County Airport (United States)
KMML,"44° 27' 6.23"" N","95° 49' 27.91"" W",Southwest Minnesota Regional Airport (Marshall/Ryan Field) (United States)
KMMS,"34° 13' 53.24"" N","90° 17' 22.42"" W",Selfs Airport (United States)
KMMT,"33° 55' 7.75"" N","80° 48' 2.15"" W",McEntire Air National Guard Station (United States)
KMMU,"40° 47' 57.66"" N","74° 24' 53.55"" W",Morristown Municipal Airport (United States)
KMMV,"45° 11' 40.00"" N","123° 8' 9.40"" W",McMinnville Municipal Airport (United States)
KMN,"8° 38' 31.27"" S","25° 15' 10.44"" E","Kamina Base Airport (Congo, the Democratic Republic of the (Zaire))"
KMNF,"36° 59' 34.18"" N","91° 42' 52.04"" W",Mountain View Airport (United States)
KMNM,"45° 7' 35.94"" N","87° 38' 18.39"" W",Menominee-Marinette Twin County Airport (United States)
KMNN,"40° 36' 58.50"" N","83° 3' 48.50"" W",Marion Municipal Airport (United States)
KMNV,"35° 32' 42.85"" N","84° 22' 49.44"" W",Monroe County Airport (United States)
KMOB,"30° 41' 28.43"" N","88° 14' 34.13"" W",Mobile Regional Airport (United States)
KMOD,"37° 37' 32.94"" N","120° 57' 15.92"" W",Modesto City-County Airport (Harry Sham Field) (United States)
KMOP,"43° 37' 18.00"" N","84° 44' 14.95"" W",Mount Pleasant Municipal Airport (United States)
KMOR,"36° 10' 45.83"" N","83° 22' 31.62"" W",Moore-Murrell Airport (United States)
KMOT,"48° 15' 33.76"" N","101° 16' 49.20"" W",Minot International Airport (United States)
KMOX,"45° 33' 57.48"" N","95° 58' 1.87"" W",Morris Municipal Airport (United States)
KMP,"26° 32' 23.28"" S","18° 6' 41.04"" E",Keetmanshoop Airport (Namibia)
KMPE,"32° 47' 57.97"" N","89° 7' 33.55"" W",Philadelphia Municipal Airport (United States)
KMPI,"37° 30' 39.10"" N","120° 2' 22.30"" W",Mariposa-Yosemite Airport (United States)
KMPJ,"35° 8' 19.91"" N","92° 54' 33.11"" W",Petit Jean Park Airport (United States)
KMPO,"41° 8' 14.90"" N","75° 22' 44.00"" W",Pocono Mountains Municipal Airport (United States)
KMPR,"38° 21' 8.80"" N","97° 41' 28.70"" W",McPherson Airport (United States)
KMPV,"44° 12' 12.62"" N","72° 33' 44.38"" W",Edward F. Knapp State Airport (United States)
KMPZ,"40° 56' 47.72"" N","91° 30' 39.85"" W",Mount Pleasant Municipal Airport (United States)
KMQ,"36° 23' 40.60"" N","136° 24' 23.56"" E",Komatsu Airport (Japan)
KMQB,"40° 31' 12.30"" N","90° 39' 8.60"" W",Macomb Municipal Airport (United States)
KMQI,"35° 55' 8.36"" N","75° 41' 43.94"" W",Dare County Regional Airport (United States)
KMQJ,"39° 50' 36.55"" N","85° 53' 49.43"" W",Mount Comfort Airport (United States)
KMQS,"39° 58' 44.30"" N","75° 51' 55.70"" W",Chester County G O Carlson Airport (United States)
KMQW,"32° 5' 44.80"" N","82° 52' 48.10"" W",Telfair-Wheeler Airport (United States)
KMQY,"36° 0' 32.33"" N","86° 31' 12.28"" W",Smyrna Airport (United States)
KMRB,"39° 24' 6.96"" N","77° 59' 4.49"" W",Eastern WV Regional Airport (Shepherd Field) (United States)
KMRC,"35° 33' 14.90"" N","87° 10' 44.10"" W",Maury County Airport (United States)
KMRF,"30° 22' 15.97"" N","104° 1' 3.31"" W",Marfa Municipal Airport (United States)
KMRH,"34° 44' 0.78"" N","76° 39' 38.15"" W",Michael J. Smith Field (United States)
KMRJ,"42° 53' 12.64"" N","90° 14' 10.47"" W",Iowa County Airport (United States)
KMRN,"35° 49' 12.84"" N","81° 36' 41.08"" W",Morganton-Lenoir Airport (United States)
KMRY,"36° 35' 13.20"" N","121° 50' 34.60"" W",Monterey Peninsula Airport (United States)
KMS,"6° 42' 52.42"" N","1° 35' 26.95"" W",Kumasi Airport (Ghana)
KMSL,"34° 44' 43.15"" N","87° 36' 36.84"" W",Northwest Alabama Regional Airport (United States)
KMSN,"43° 8' 23.49"" N","89° 20' 15.05"" W",Dane County Regional Airport (Truax Field) (United States)
KMSO,"46° 54' 58.70"" N","114° 5' 26.00"" W",Missoula International Airport (United States)
KMSP,"44° 52' 55.04"" N","93° 13' 18.36"" W",Minneapolis-Saint Paul International Airport (United States)
KMSS,"44° 56' 9.00"" N","74° 50' 43.97"" W",Massena International Airport (Richards Field) (United States)
KMSV,"41° 42' 5.94"" N","74° 47' 42.05"" W",Sullivan County International Airport (United States)
KMSY,"29° 59' 36.20"" N","90° 15' 28.90"" W",Louis Armstrong New Orleans International Airport (United States)
KMTC,"42° 36' 30.00"" N","82° 50' 7.80"" W",Selfridge Air National Guard Base (United States)
KMTH,"24° 43' 34.30"" N","81° 3' 4.90"" W",Florida Keys Marathon Airport (United States)
KMTJ,"38° 30' 35.27"" N","107° 53' 39.27"" W",Montrose Regional Airport (United States)
KMTN,"39° 19' 32.39"" N","76° 24' 49.56"" W",Martin State Airport (United States)
KMTO,"39° 28' 40.57"" N","88° 16' 45.26"" W",Coles County Memorial Airport (United States)
KMTP,"41° 4' 35.25"" N","71° 55' 14.77"" W",Montauk Airport (United States)
KMTV,"36° 37' 50.70"" N","80° 1' 6.00"" W",Blue Ridge Airport (United States)
KMTW,"44° 7' 43.60"" N","87° 40' 50.10"" W",Manitowoc County Airport (United States)
KMU,"0° 22' 38.47"" S","42° 27' 33.13"" E",Kisimayu Airport (Somalia)
KMUI,"40° 26' 5.32"" N","76° 34' 9.88"" W",Muir Army Airfield (United States)
KMUL,"31° 8' 15.67"" N","83° 42' 14.62"" W",Spence Airport (United States)
KMUO,"43° 2' 36.97"" N","115° 52' 20.75"" W",Mountain Home Air Force Base (United States)
KMUT,"41° 22' 4.00"" N","91° 8' 53.60"" W",Muscatine Municipal Airport (United States)
KMV,"23° 11' 19.68"" N","94° 3' 3.97"" E",Kalay Airport (Myanmar (Burma))
KMVC,"31° 27' 29.00"" N","87° 21' 3.70"" W",Monroe County Airport (United States)
KMVE,"44° 58' 8.60"" N","95° 42' 36.90"" W",Montevideo-Chippewa County Airport (United States)
KMVI,"37° 31' 42.87"" N","106° 2' 45.76"" W",Monte Vista Municipal Airport (United States)
KMVL,"44° 32' 4.59"" N","72° 36' 50.41"" W",Morrisville-Stowe State Airport (United States)
KMVM,"44° 42' 11.20"" N","67° 28' 43.00"" W",Machias Valley Airport (United States)
KMVN,"38° 19' 24.10"" N","88° 51' 30.60"" W",Mount Vernon Airport (United States)
KMVY,"41° 23' 34.90"" N","70° 36' 51.60"" W",Martha's Vineyard Airport (United States)
KMW,"57° 47' 48.85"" N","41° 1' 9.85"" E",Kostroma Sokerkino Airport (Russian Federation)
KMWA,"37° 45' 17.85"" N","89° 0' 39.94"" W",Williamson County Regional Airport (United States)
KMWC,"43° 6' 37.40"" N","88° 2' 3.92"" W",Lawrence J. Timmerman Airport (United States)
KMWH,"47° 12' 30.90"" N","119° 19' 8.90"" W",Grant County International Airport (United States)
KMWK,"36° 27' 35.00"" N","80° 33' 10.70"" W",Mount Airy/Surry County Airport (United States)
KMWL,"32° 46' 53.78"" N","98° 3' 36.63"" W",Mineral Wells Airport (United States)
KMWM,"43° 54' 48.25"" N","95° 6' 33.87"" W",Windom Municipal Airport (United States)
KMWO,"39° 31' 54.50"" N","84° 23' 47.20"" W",Hook Field Municipal Airport (United States)
KMX,"18° 17' 50.28"" N","42° 48' 12.60"" E",King Khaled Air Base (Saudi Arabia)
KMXA,"35° 53' 40.00"" N","90° 9' 16.45"" W",Manila Municipal Airport (United States)
KMXF,"32° 22' 58.60"" N","86° 21' 56.80"" W",Maxwell Air Force Base (United States)
KMXO,"42° 13' 13.31"" N","91° 9' 47.88"" W",Monticello Regional Airport (United States)
KMYF,"32° 48' 56.60"" N","117° 8' 22.50"" W",Montgomery Field (United States)
KMYL,"44° 53' 19.40"" N","116° 6' 6.30"" W",McCall Municipal Airport (United States)
KMYR,"33° 40' 47.10"" N","78° 55' 42.00"" W",Myrtle Beach International Airport (United States)
KMYV,"39° 5' 51.98"" N","121° 34' 11.37"" W",Yuba County Airport (United States)
KMYZ,"39° 51' 19.16"" N","96° 37' 50.28"" W",Marysville Municipal Airport (United States)
KMZ,"14° 48' 0.00"" S","24° 46' 58.80"" E",Kaoma Airport (Zambia)
KMZH,"46° 25' 7.00"" N","92° 48' 17.20"" W",Moose Lake Carlton County Airport (United States)
KMZJ,"32° 30' 35.40"" N","111° 19' 31.20"" W",Pinal Airpark (United States)
KMZZ,"40° 29' 23.51"" N","85° 40' 47.04"" W",Marion Municipal Airport (United States)
KNA,"32° 56' 58.56"" S","71° 28' 42.96"" W",Viña del mar Airport (Chile)
KNB,"37° 0' 39.98"" N","112° 31' 52.30"" W",Kanab Municipal Airport (United States)
KNBG,"29° 49' 31.20"" N","90° 2' 6.00"" W",NAS JRB New Orleans (Alvin Callender Field) (United States)
KNBJ,"30° 23' 20.71"" N","87° 38' 6.95"" W",NOLF Barin (United States)
KNCA,"34° 42' 30.30"" N","77° 26' 22.80"" W",MCAS New River (McCutcheon Field) (United States)
KND,"2° 55' 9.05"" S","25° 54' 55.44"" E","Kindu Airport (Congo, the Democratic Republic of the (Zaire))"
KNEL,"40° 1' 60.00"" N","74° 21' 12.00"" W",NAES Lakehurst (Maxfield Field) (United States)
KNEN,"30° 21' 0.86"" N","81° 52' 59.38"" W",NOLF Whitehouse (United States)
KNEW,"30° 2' 32.70"" N","90° 1' 41.70"" W",Lakefront Airport (United States)
KNFD,"30° 30' 27.70"" N","87° 38' 43.95"" W",NOLF Summerdale (United States)
KNFE,"36° 41' 31.33"" N","76° 8' 4.43"" W",NALF Fentress (United States)
KNFG,"33° 18' 4.50"" N","117° 21' 18.53"" W",MCAS Camp Pendleton (Munn Field) (United States)
KNFJ,"30° 30' 25.00"" N","86° 57' 35.00"" W",NOLF Choctaw (United States)
KNFL,"39° 24' 59.70"" N","118° 42' 3.53"" W",NAS Fallon (Van Voorhis Field) (United States)
KNFW,"32° 46' 9.00"" N","97° 26' 29.50"" W",NAS JRB Fort Worth (Carswell Field) (United States)
KNG,"3° 38' 40.27"" S","133° 41' 45.60"" E",Kaimana Airport (Indonesia)
KNGP,"27° 41' 33.46"" N","97° 17' 27.93"" W",NAS Corpus Christi (Truax Field) (United States)
KNGU,"36° 56' 15.52"" N","76° 17' 21.44"" W",NS Norfolk (Chambers Field) (United States)
KNGW,"27° 42' 1.00"" N","97° 26' 4.00"" W",NOLF Cabaniss (United States)
KNH,"24° 25' 40"" N","118° 21' 33"" E",Kinmen Airport (Taiwan)
KNHK,"38° 17' 9.53"" N","76° 24' 42.41"" W",NAS Patuxent River (Trapnell Field) (United States)
KNHZ,"43° 53' 32.00"" N","69° 56' 19.01"" W",NAS Brunswick (United States)
KNI,"33° 43' 0.13"" S","117° 37' 58.81"" E",Katanning Airport (Australia)
KNID,"35° 41' 7.80"" N","117° 41' 31.20"" W",NAWS China Lake (Armitage Field) (United States)
